id,sd,ed,nd
2017-36,2017-12-21,2017-12-31,11
2018-1,2018-01-01,2018-01-10,10
2018-2,2018-01-11,2018-01-20,10
2018-3,2018-01-21,2018-01-31,11
2018-4,2018-02-01,2018-02-10,10
2018-5,2018-02-11,2018-02-20,10
2018-6,2018-02-21,2018-02-28,8
2018-7,2018-03-01,2018-03-10,10
2018-8,2018-03-11,2018-03-20,10
2018-9,2018-03-21,2018-03-31,11
2018-10,2018-04-01,2018-04-10,10
2018-11,2018-04-11,2018-04-20,10
2018-12,2018-04-21,2018-04-30,10
2018-13,2018-05-01,2018-05-10,10
2018-14,2018-05-11,2018-05-20,10
2018-15,2018-05-21,2018-05-31,11
2018-16,2018-06-01,2018-06-10,10
2018-17,2018-06-11,2018-06-20,10
2018-18,2018-06-21,2018-06-30,10
2018-19,2018-07-01,2018-07-10,10
2018-20,2018-07-11,2018-07-20,10
2018-21,2018-07-21,2018-07-31,11
2018-22,2018-08-01,2018-08-10,10
2018-23,2018-08-11,2018-08-20,10
2018-24,2018-08-21,2018-08-31,11
2018-25,2018-09-01,2018-09-10,10
2018-26,2018-09-11,2018-09-20,10
2018-27,2018-09-21,2018-09-30,10
2018-28,2018-10-01,2018-10-10,10
2018-29,2018-10-11,2018-10-20,10
2018-30,2018-10-21,2018-10-31,11
2018-31,2018-11-01,2018-11-10,10
2018-32,2018-11-11,2018-11-20,10
2018-33,2018-11-21,2018-11-30,10
2018-34,2018-12-01,2018-12-10,10
2018-35,2018-12-11,2018-12-20,10
2018-36,2018-12-21,2018-12-31,11
2019-1,2019-01-01,2019-01-10,10
2019-2,2019-01-11,2019-01-20,10
2019-3,2019-01-21,2019-01-31,11
2019-4,2019-02-01,2019-02-10,10
2019-5,2019-02-11,2019-02-20,10
2019-6,2019-02-21,2019-02-28,8
2019-7,2019-03-01,2019-03-10,10
2019-8,2019-03-11,2019-03-20,10
2019-9,2019-03-21,2019-03-31,11
2019-10,2019-04-01,2019-04-10,10
2019-11,2019-04-11,2019-04-20,10
2019-12,2019-04-21,2019-04-30,10
2019-13,2019-05-01,2019-05-10,10
2019-14,2019-05-11,2019-05-20,10
2019-15,2019-05-21,2019-05-31,11
2019-16,2019-06-01,2019-06-10,10
2019-17,2019-06-11,2019-06-20,10
2019-18,2019-06-21,2019-06-30,10
2019-19,2019-07-01,2019-07-10,10
2019-20,2019-07-11,2019-07-20,10
2019-21,2019-07-21,2019-07-31,11
2019-22,2019-08-01,2019-08-10,10
2019-23,2019-08-11,2019-08-20,10
2019-24,2019-08-21,2019-08-31,11
2019-25,2019-09-01,2019-09-10,10
2019-26,2019-09-11,2019-09-20,10
2019-27,2019-09-21,2019-09-30,10
2019-28,2019-10-01,2019-10-10,10
2019-29,2019-10-11,2019-10-20,10
2019-30,2019-10-21,2019-10-31,11
2019-31,2019-11-01,2019-11-10,10
2019-32,2019-11-11,2019-11-20,10
2019-33,2019-11-21,2019-11-30,10
2019-34,2019-12-01,2019-12-10,10
2019-35,2019-12-11,2019-12-20,10
2019-36,2019-12-21,2019-12-31,11
2020-1,2020-01-01,2020-01-10,10
2020-2,2020-01-11,2020-01-20,10
2020-3,2020-01-21,2020-01-31,11
2020-4,2020-02-01,2020-02-10,10
2020-5,2020-02-11,2020-02-20,10
2020-6,2020-02-21,2020-02-29,9
2020-7,2020-03-01,2020-03-10,10
2020-8,2020-03-11,2020-03-20,10
2020-9,2020-03-21,2020-03-31,11
2020-10,2020-04-01,2020-04-10,10
2020-11,2020-04-11,2020-04-20,10
2020-12,2020-04-21,2020-04-30,10
2020-13,2020-05-01,2020-05-10,10
2020-14,2020-05-11,2020-05-20,10
2020-15,2020-05-21,2020-05-31,11
2020-16,2020-06-01,2020-06-10,10
2020-17,2020-06-11,2020-06-20,10
2020-18,2020-06-21,2020-06-30,10
2020-19,2020-07-01,2020-07-10,10
2020-20,2020-07-11,2020-07-20,10
2020-21,2020-07-21,2020-07-31,11
2020-22,2020-08-01,2020-08-10,10
2020-23,2020-08-11,2020-08-20,10
2020-24,2020-08-21,2020-08-31,11
2020-25,2020-09-01,2020-09-10,10
2020-26,2020-09-11,2020-09-20,10
2020-27,2020-09-21,2020-09-30,10
2020-28,2020-10-01,2020-10-10,10
2020-29,2020-10-11,2020-10-20,10
2020-30,2020-10-21,2020-10-31,11
2020-31,2020-11-01,2020-11-10,10
2020-32,2020-11-11,2020-11-20,10
2020-33,2020-11-21,2020-11-30,10
2020-34,2020-12-01,2020-12-10,10
2020-35,2020-12-11,2020-12-20,10
2020-36,2020-12-21,2020-12-31,11
